,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
FRENCH GUIANA,GUF,0.46,0.41,1.00,62.50,43.06,85.17,0.45,0.47,1.00,62.02,40.19,88.04,0.44,0.47,1.00,61.06,40.19,87.56,0.40,0.51,1.00,60.10,37.80,89.00,0.41,0.48,1.00,60.58,36.84,88.04,0.47,0.39,1.00,63.46,43.54,84.69,0.40,0.42,1.00,61.06,38.76,83.73,0.35,0.51,1.00,57.69,32.54,89.00,0.34,0.53,1.00,57.21,31.58,89.00,0.35,0.53,1.00,58.17,32.06,89.00,1.06,0.26,2.00,82.46,67.92,96.23,1.11,0.24,2.00,84.36,68.87,96.23,1.09,0.23,2.00,83.57,69.63,95.33,1.11,0.21,2,85,71,94
GABON,GAB,-0.32,0.22,5.00,40.38,27.75,52.63,-0.41,0.23,5.00,36.54,25.84,49.76,-0.49,0.21,6.00,33.17,23.92,47.85,-0.55,0.19,7.00,30.77,22.97,41.63,-0.68,0.18,7.00,26.92,21.53,38.28,-0.81,0.18,8.00,25.00,18.66,33.01,-0.88,0.18,8.00,23.08,13.88,30.14,-0.99,0.16,9.00,21.15,11.48,27.75,-0.89,0.15,10.00,23.56,15.79,29.67,-0.85,0.15,10.00,24.52,16.75,29.19,-1.00,0.15,10.00,20.38,12.74,28.77,-0.89,0.14,10.00,24.64,14.15,29.72,-0.92,0.14,10.00,23.94,14.02,28.97,-0.85,0.14,11,24,17,29
"GAMBIA, THE",GMB,-1.32,0.24,4.00,11.06,4.31,20.57,-0.98,0.26,4.00,20.19,9.09,33.97,-1.14,0.23,5.00,15.87,7.66,26.79,-0.64,0.21,6.00,29.33,20.10,41.15,-0.38,0.20,7.00,37.50,26.32,44.98,-0.60,0.21,8.00,29.81,21.53,41.15,-0.97,0.19,9.00,20.19,11.00,28.23,-0.87,0.16,10.00,25.00,17.22,30.62,-0.88,0.15,10.00,24.04,15.79,30.14,-0.85,0.16,10.00,24.04,16.75,29.19,-1.01,0.15,10.00,18.96,12.74,28.77,-1.09,0.15,10.00,16.11,11.32,26.42,-1.20,0.15,10.00,13.62,8.41,22.43,-1.25,0.15,10,14,7,19
GEORGIA,GEO,-0.40,0.30,3.00,36.06,20.57,54.07,-0.46,0.30,3.00,35.58,21.53,51.67,-0.30,0.24,4.00,41.35,27.75,51.67,-0.55,0.19,5.00,31.73,22.97,41.63,-0.21,0.18,6.00,40.38,33.49,48.80,-0.15,0.19,8.00,44.71,34.45,55.50,-0.12,0.18,9.00,46.63,33.97,56.46,-0.14,0.14,12.00,43.75,35.89,51.20,-0.29,0.14,12.00,37.50,32.06,46.89,-0.29,0.14,12.00,38.94,32.06,46.89,-0.22,0.14,12.00,41.23,33.96,48.58,-0.18,0.14,12.00,42.18,34.91,50.47,-0.21,0.14,12.00,41.78,33.64,51.40,-0.02,0.12,14,49,42,56
GERMANY,DEU,1.33,0.22,6.00,90.38,75.60,99.52,1.29,0.23,6.00,88.94,75.12,100.00,1.32,0.22,7.00,89.90,77.51,99.52,1.41,0.20,8.00,94.71,82.78,100.00,1.36,0.19,8.00,93.75,80.86,100.00,1.47,0.19,8.00,93.27,87.08,99.04,1.46,0.19,8.00,93.75,85.65,100.00,1.39,0.16,10.00,93.27,86.12,100.00,1.35,0.15,11.00,93.27,84.69,100.00,1.35,0.15,11.00,93.75,84.69,100.00,1.35,0.15,11.00,92.89,84.43,100.00,1.31,0.15,11.00,92.42,81.60,97.17,1.35,0.14,13.00,93.43,85.98,96.73,1.38,0.13,13,93,87,96
GHANA,GHA,-0.34,0.22,5.00,39.42,26.79,52.15,-0.36,0.23,5.00,37.98,27.27,51.67,-0.08,0.21,6.00,49.52,34.93,56.46,-0.06,0.17,9.00,46.15,41.15,54.07,0.28,0.16,10.00,55.29,46.41,63.64,0.15,0.16,11.00,55.29,46.41,61.24,0.24,0.15,13.00,57.21,50.72,63.64,0.37,0.12,15.00,58.65,53.59,64.11,0.46,0.12,15.00,60.10,55.50,67.94,0.38,0.13,16.00,58.65,54.55,66.51,0.49,0.11,17.00,62.09,56.60,67.92,0.49,0.11,17.00,62.56,57.08,67.92,0.47,0.11,18.00,62.44,56.54,67.76,0.41,0.11,18,60,57,66
GREECE,GRC,0.97,0.22,6.00,75.96,65.55,90.43,1.09,0.23,6.00,82.21,68.42,93.78,0.98,0.22,7.00,77.88,66.03,90.43,0.99,0.20,8.00,76.44,68.42,91.87,1.06,0.19,8.00,83.65,70.33,93.78,1.14,0.19,8.00,85.10,75.12,91.87,1.03,0.19,8.00,81.25,71.29,89.95,0.94,0.16,10.00,77.40,69.38,89.00,0.96,0.16,10.00,76.44,68.90,89.47,0.90,0.16,10.00,73.56,68.42,86.60,0.86,0.15,10.00,72.99,67.92,85.85,0.88,0.13,11.00,73.46,67.92,82.55,0.78,0.13,11.00,70.89,65.89,76.64,0.65,0.12,12,67,62,74
GREENLAND,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.29,1.00,89.10,68.87,100.00,1.24,0.26,1.00,90.52,71.70,100.00,1.24,0.25,1.00,90.61,71.96,99.53,1.24,0.23,1,91,74,96
GRENADA,GRD,0.57,0.30,3.00,65.38,53.11,81.82,0.70,0.30,3.00,67.79,55.02,87.08,0.69,0.30,3.00,69.23,55.50,87.56,0.81,0.27,3.00,71.63,58.37,89.00,0.84,0.27,3.00,72.12,60.29,90.43,0.61,0.26,5.00,67.79,55.50,82.78,0.60,0.27,4.00,66.83,54.55,82.78,0.73,0.23,4.00,70.19,56.94,86.12,0.84,0.23,3.00,72.60,59.81,89.47,0.87,0.23,3.00,73.08,61.72,90.91,0.85,0.23,4.00,72.04,61.32,90.09,0.82,0.23,4.00,72.04,60.85,89.15,0.79,0.23,4.00,71.36,60.28,86.92,0.78,0.25,3,72,58,87
GUAM,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.56,0.39,1.00,65.87,46.41,89.00,0.64,0.42,1.00,69.23,47.85,89.95,0.58,0.51,1.00,66.83,39.23,95.22,1.01,0.53,1.00,79.81,53.59,100.00,1.00,0.53,1.00,80.29,53.59,100.00,1.00,0.52,1.00,77.25,54.25,100.00,0.81,0.49,1.00,71.56,48.58,99.06,0.82,0.46,1.00,72.77,52.80,96.73,0.84,0.44,1,73,55,96
GUATEMALA,GTM,-0.26,0.21,6.00,41.83,31.10,53.11,-0.28,0.22,6.00,41.83,30.62,52.15,-0.37,0.21,7.00,38.46,27.75,50.24,-0.44,0.17,9.00,37.98,26.79,44.02,-0.53,0.15,10.00,32.69,26.32,39.71,-0.31,0.15,12.00,38.46,31.58,46.89,-0.34,0.15,13.00,36.54,30.14,46.89,-0.19,0.12,16.00,41.35,34.93,46.41,-0.20,0.12,16.00,42.79,35.41,47.37,-0.23,0.11,16.00,41.83,34.45,47.37,-0.27,0.12,15.00,39.81,33.02,46.23,-0.33,0.11,16.00,35.55,30.19,42.92,-0.35,0.11,17.00,36.62,30.84,44.39,-0.39,0.11,17,36,30,42
GUINEA,GIN,-1.35,0.24,4.00,10.10,4.31,20.57,-1.19,0.26,4.00,12.98,3.83,26.79,-1.18,0.23,5.00,13.46,6.70,24.40,-1.33,0.18,7.00,11.06,5.74,19.62,-1.22,0.17,7.00,15.38,8.13,22.49,-1.28,0.19,8.00,12.50,5.74,20.10,-1.14,0.18,9.00,14.90,8.13,24.40,-1.24,0.14,10.00,11.54,8.61,20.10,-1.39,0.14,10.00,9.13,6.22,15.31,-1.45,0.14,11.00,9.13,4.31,14.35,-1.30,0.14,11.00,10.43,7.55,16.51,-0.95,0.14,11.00,21.33,13.68,29.25,-0.97,0.14,11.00,19.72,14.02,27.10,-1.08,0.13,13,17,12,24
GUINEA-BISSAU,GNB,-1.16,0.24,4.00,13.94,6.70,24.40,-1.14,0.28,3.00,14.42,4.78,29.19,-0.76,0.23,5.00,26.44,15.31,37.80,-0.75,0.21,6.00,25.48,18.18,39.23,-1.13,0.20,6.00,17.79,9.09,25.84,-0.85,0.21,7.00,23.56,15.31,33.01,-0.37,0.21,7.00,36.06,27.27,48.80,-0.70,0.17,8.00,28.37,21.53,33.01,-0.79,0.16,8.00,25.48,18.66,31.58,-0.79,0.16,8.00,25.48,17.70,32.06,-0.81,0.16,8.00,26.07,16.51,30.66,-0.90,0.16,8.00,23.70,13.68,30.19,-0.95,0.16,8.00,22.07,13.55,28.50,-1.41,0.15,8,9,4,15
GUYANA,GUY,0.26,0.24,4.00,58.65,46.89,68.42,0.40,0.26,4.00,60.58,49.76,72.25,0.51,0.25,4.00,63.94,51.67,75.60,0.62,0.24,4.00,66.83,54.55,78.47,0.57,0.24,4.00,64.42,52.15,76.56,0.14,0.24,5.00,54.81,41.63,64.59,-0.18,0.20,7.00,43.27,30.62,54.55,0.08,0.14,9.00,50.48,42.58,56.46,0.09,0.14,10.00,50.48,44.02,56.94,0.10,0.14,9.00,51.44,44.98,57.89,0.09,0.14,10.00,52.61,43.87,56.60,0.05,0.13,10.00,50.71,42.45,55.66,0.03,0.13,10.00,51.64,42.99,56.54,-0.01,0.14,11,49,41,56
HAITI,HTI,-0.84,0.24,4.00,22.12,13.88,35.41,-0.77,0.26,4.00,26.44,12.92,39.71,-0.87,0.25,4.00,22.12,11.48,33.97,-1.33,0.18,7.00,11.54,5.74,19.62,-1.29,0.17,8.00,11.54,7.18,21.53,-1.37,0.18,8.00,9.13,5.26,18.66,-1.25,0.19,8.00,11.54,6.22,22.97,-0.75,0.13,10.00,25.48,21.53,32.06,-0.65,0.13,10.00,29.81,24.40,34.45,-0.63,0.12,11.00,28.85,25.36,34.45,-0.68,0.12,12.00,29.86,24.53,32.55,-0.73,0.12,12.00,28.44,22.17,30.19,-0.78,0.12,13.00,26.76,18.69,29.44,-0.80,0.12,13,25,19,30
HONDURAS,HND,-0.35,0.21,6.00,38.46,27.27,51.20,-0.11,0.22,6.00,47.12,34.93,55.98,-0.19,0.21,7.00,46.63,32.06,52.63,-0.21,0.17,8.00,42.79,35.41,50.72,-0.17,0.17,9.00,41.35,35.41,50.24,-0.32,0.15,12.00,37.98,31.58,46.89,-0.31,0.15,13.00,37.02,30.14,47.85,-0.18,0.12,14.00,42.31,34.93,46.89,-0.24,0.13,14.00,39.90,34.45,46.89,-0.35,0.12,14.00,35.58,30.62,44.50,-0.55,0.12,15.00,30.33,29.25,35.38,-0.51,0.12,15.00,30.81,29.25,35.85,-0.51,0.12,15.00,31.46,28.50,38.79,-0.51,0.12,15,33,28,39
"HONG KONG SAR, CHINA",HKG,0.31,0.23,5.00,60.10,49.76,69.38,-0.15,0.25,5.00,45.67,33.97,55.98,-0.06,0.23,6.00,50.00,34.45,58.85,0.12,0.21,7.00,51.44,42.11,60.77,0.33,0.21,7.00,57.21,45.93,67.46,0.58,0.20,7.00,66.83,56.46,77.99,0.56,0.20,7.00,64.90,56.94,75.12,0.52,0.17,9.00,62.50,55.50,72.25,0.48,0.17,9.00,60.58,55.02,69.86,0.45,0.16,9.00,60.58,55.02,69.38,0.47,0.16,9.00,61.14,55.66,68.87,0.51,0.16,9.00,63.03,55.66,69.81,0.56,0.15,10.00,65.73,57.48,71.50,0.62,0.14,10,67,60,73
HUNGARY,HUN,1.01,0.22,6.00,77.88,66.99,90.91,1.08,0.23,6.00,81.73,67.94,93.78,1.16,0.22,7.00,87.02,72.25,95.69,1.16,0.17,9.00,87.02,72.73,95.22,1.13,0.17,9.00,87.02,72.73,94.26,1.14,0.17,9.00,85.58,76.56,90.91,1.16,0.17,9.00,86.54,73.21,92.34,1.02,0.14,11.00,78.85,72.25,90.43,1.04,0.14,11.00,80.77,71.29,91.39,0.96,0.14,12.00,76.44,69.38,87.56,0.90,0.14,12.00,74.88,67.92,86.32,0.90,0.14,12.00,75.36,68.40,85.38,0.82,0.14,12.00,73.24,67.29,80.37,0.72,0.12,13,70,65,75
ICELAND,ISL,1.50,0.24,5.00,94.23,83.73,100.00,1.48,0.26,5.00,94.71,79.90,100.00,1.55,0.24,6.00,96.63,86.12,100.00,1.50,0.22,7.00,97.12,85.17,100.00,1.55,0.22,7.00,98.56,87.56,100.00,1.64,0.23,7.00,96.15,89.00,100.00,1.59,0.22,7.00,97.12,88.52,100.00,1.49,0.17,8.00,96.15,89.47,100.00,1.47,0.17,8.00,96.15,88.52,100.00,1.47,0.17,8.00,96.15,87.56,100.00,1.44,0.17,8.00,95.73,87.26,100.00,1.48,0.16,9.00,95.73,89.62,100.00,1.45,0.16,9.00,95.31,87.38,100.00,1.46,0.15,10,95,89,99
INDIA,IND,0.40,0.22,6.00,62.02,52.63,71.77,0.28,0.23,6.00,57.21,47.37,66.51,0.26,0.22,7.00,56.25,48.80,66.03,0.36,0.17,9.00,58.17,50.72,67.46,0.39,0.17,9.00,59.13,50.24,67.94,0.38,0.17,10.00,61.06,51.20,68.90,0.39,0.17,11.00,60.10,54.07,69.86,0.42,0.13,14.00,59.13,54.55,67.46,0.43,0.13,14.00,59.13,55.02,67.46,0.44,0.13,14.00,60.10,55.50,68.42,0.45,0.13,14.00,60.19,55.66,67.92,0.43,0.13,14.00,60.66,55.66,67.92,0.39,0.13,15.00,60.09,55.14,66.82,0.35,0.12,15,58,56,65
INDONESIA,IDN,-0.81,0.22,6.00,23.56,13.88,35.41,-1.04,0.23,6.00,17.31,9.09,30.14,-0.44,0.22,7.00,34.13,24.40,48.80,-0.39,0.17,9.00,39.42,28.71,45.45,-0.38,0.15,10.00,37.02,28.71,43.54,-0.29,0.16,11.00,40.38,31.58,47.37,-0.16,0.15,12.00,45.19,35.41,54.07,-0.14,0.12,15.00,43.27,36.84,49.76,-0.07,0.12,15.00,46.63,38.28,53.59,-0.06,0.12,15.00,46.63,41.15,52.63,-0.03,0.12,15.00,46.92,41.04,54.72,-0.07,0.12,15.00,47.87,38.21,53.77,-0.05,0.11,16.00,47.42,41.12,54.67,0.03,0.11,16,51,43,56
"IRAN, ISLAMIC REP.",IRN,-0.87,0.22,5.00,20.67,13.88,33.97,-0.85,0.23,5.00,23.08,12.44,35.41,-0.92,0.23,5.00,21.15,11.48,31.58,-1.11,0.18,7.00,17.79,10.53,23.92,-1.32,0.17,7.00,10.10,6.70,21.53,-1.23,0.15,10.00,14.42,7.66,20.10,-1.30,0.16,10.00,10.10,6.22,17.70,-1.47,0.12,12.00,8.17,6.70,11.48,-1.53,0.12,11.00,7.69,4.31,9.57,-1.54,0.12,11.00,7.21,4.31,10.05,-1.55,0.12,11.00,6.64,4.25,9.91,-1.57,0.12,12.00,6.16,3.77,9.91,-1.54,0.12,12.00,6.57,4.67,10.28,-1.57,0.12,12,6,4,9
IRAQ,IRQ,-1.96,0.22,5.00,0.48,0.00,6.22,-1.92,0.23,5.00,1.92,0.00,7.18,-1.99,0.23,5.00,0.96,0.00,4.78,-2.04,0.18,7.00,0.48,0.00,3.35,-1.46,0.18,6.00,9.13,4.31,16.75,-1.68,0.17,7.00,4.33,1.44,8.61,-1.40,0.17,8.00,9.13,4.78,15.31,-1.40,0.15,8.00,9.13,7.18,15.79,-1.23,0.14,8.00,12.50,8.61,20.10,-1.20,0.14,10.00,14.42,10.05,21.05,-1.10,0.14,12.00,15.64,9.91,24.53,-1.06,0.13,12.00,17.54,12.26,26.42,-1.15,0.14,11.00,14.08,10.28,23.83,-1.13,0.13,12,16,10,23
IRELAND,IRL,1.40,0.22,6.00,91.35,79.90,100.00,1.37,0.23,6.00,91.83,76.56,100.00,1.44,0.22,7.00,93.27,83.25,100.00,1.26,0.20,8.00,89.42,73.68,100.00,1.22,0.19,8.00,89.90,75.12,98.09,1.49,0.19,8.00,94.23,89.00,99.52,1.61,0.19,8.00,97.60,89.95,100.00,1.42,0.16,10.00,94.71,86.60,100.00,1.42,0.16,10.00,95.67,87.08,100.00,1.45,0.16,10.00,95.67,87.56,100.00,1.37,0.15,10.00,93.84,85.85,100.00,1.34,0.15,10.00,93.36,83.02,99.06,1.32,0.15,11.00,92.49,82.71,96.26,1.32,0.15,11,92,83,96
ISRAEL,ISR,0.65,0.22,6.00,67.79,58.85,77.99,0.55,0.23,6.00,65.38,53.59,75.60,0.64,0.22,7.00,66.35,56.46,78.95,0.52,0.20,8.00,63.94,53.11,72.73,0.58,0.19,8.00,64.90,54.07,75.12,0.63,0.19,8.00,68.27,57.42,78.95,0.61,0.19,8.00,67.31,58.85,77.03,0.76,0.15,11.00,72.12,62.68,78.47,0.72,0.15,11.00,69.71,60.29,77.03,0.70,0.15,11.00,69.23,60.77,76.08,0.55,0.15,10.00,63.98,56.60,70.28,0.56,0.15,10.00,65.88,57.08,71.70,0.64,0.15,10.00,67.61,60.28,74.30,0.61,0.15,10,66,58,74
ITALY,ITA,1.13,0.22,6.00,85.10,71.77,93.78,1.04,0.23,6.00,78.85,66.51,92.82,1.02,0.22,7.00,79.33,67.46,91.39,1.02,0.20,8.00,78.85,68.90,92.34,0.95,0.19,8.00,76.44,66.03,90.43,1.16,0.19,8.00,87.02,75.60,92.82,1.02,0.19,8.00,80.77,71.29,89.95,1.05,0.16,10.00,82.21,72.25,91.87,1.10,0.15,11.00,85.10,73.68,93.30,1.02,0.15,11.00,81.25,69.86,90.91,1.03,0.15,12.00,80.57,70.28,91.51,0.95,0.12,13.00,75.83,69.34,86.79,0.90,0.12,14.00,74.65,68.22,84.58,0.89,0.12,14,74,69,83
JAMAICA,JAM,0.56,0.22,5.00,64.42,55.02,75.12,0.71,0.23,5.00,68.75,58.37,82.30,0.67,0.22,6.00,67.79,56.46,79.90,0.58,0.18,7.00,64.90,55.02,72.73,0.53,0.17,8.00,63.46,54.07,70.81,0.44,0.17,9.00,61.54,55.50,72.25,0.46,0.17,9.00,63.46,55.50,71.29,0.59,0.15,11.00,67.31,56.94,74.64,0.60,0.15,10.00,66.83,57.89,71.77,0.53,0.15,10.00,62.98,56.94,69.86,0.55,0.15,11.00,63.51,56.60,70.28,0.42,0.14,11.00,59.24,55.19,67.92,0.42,0.14,12.00,60.56,55.14,67.76,0.43,0.13,13,61,56,67
JAPAN,JPN,1.05,0.22,6.00,80.77,69.38,91.39,0.89,0.23,6.00,74.04,64.59,88.52,0.92,0.22,7.00,75.48,65.55,88.04,0.99,0.20,8.00,75.96,68.42,91.87,1.03,0.19,8.00,80.77,69.38,93.30,1.03,0.19,8.00,82.69,71.77,90.43,1.00,0.19,8.00,79.33,70.81,89.95,0.94,0.16,10.00,76.92,69.38,89.00,0.95,0.15,11.00,75.96,69.38,88.52,0.92,0.15,11.00,75.00,68.42,87.08,1.02,0.15,11.00,79.62,69.34,91.51,1.04,0.15,11.00,80.09,70.75,91.51,1.06,0.14,11.00,81.69,73.36,92.06,1.09,0.14,11,83,74,92
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.24,0.25,1.00,90.61,71.96,99.53,1.24,0.23,1,91,74,96
JORDAN,JOR,-0.17,0.22,5.00,45.67,33.01,55.02,-0.35,0.23,5.00,38.94,28.71,51.67,-0.19,0.22,6.00,46.15,31.58,53.11,-0.76,0.17,8.00,25.00,19.62,35.89,-0.68,0.15,10.00,27.40,22.49,35.89,-0.54,0.15,12.00,32.69,25.36,39.71,-0.51,0.15,13.00,31.25,26.79,39.71,-0.69,0.12,15.00,28.85,24.88,32.54,-0.65,0.12,16.00,29.33,24.88,34.45,-0.72,0.11,16.00,27.88,22.01,31.58,-0.78,0.11,15.00,27.49,20.75,30.19,-0.80,0.11,15.00,27.49,19.81,30.19,-0.79,0.11,16.00,26.29,19.63,28.97,-0.73,0.11,17,27,23,31
KAZAKHSTAN,KAZ,-1.01,0.26,4.00,18.27,8.61,31.58,-0.74,0.23,5.00,27.88,15.31,38.76,-0.96,0.19,7.00,20.67,11.96,29.67,-1.09,0.16,8.00,18.27,11.00,23.92,-1.15,0.16,8.00,16.83,10.05,24.40,-1.12,0.16,9.00,17.79,8.61,23.44,-1.00,0.16,11.00,19.23,11.00,26.79,-1.14,0.13,13.00,16.83,10.05,22.01,-1.13,0.13,13.00,15.87,9.57,21.53,-1.05,0.13,14.00,18.27,12.44,25.36,-1.04,0.13,14.00,17.54,12.74,25.94,-1.10,0.13,14.00,15.17,11.32,24.53,-1.09,0.13,14.00,16.90,11.68,24.77,-1.15,0.12,15,16,10,21
KENYA,KEN,-0.67,0.22,5.00,28.37,17.70,40.67,-0.98,0.23,5.00,20.67,10.53,31.58,-0.90,0.21,6.00,21.63,11.96,31.58,-0.75,0.17,9.00,25.96,20.10,36.84,-0.25,0.15,11.00,39.90,33.97,45.93,-0.17,0.15,12.00,43.75,35.89,51.20,-0.20,0.14,14.00,41.83,33.97,53.11,-0.14,0.11,17.00,42.79,36.84,48.33,-0.24,0.11,17.00,39.42,35.41,46.89,-0.29,0.11,17.00,39.42,33.01,45.45,-0.34,0.11,17.00,35.55,30.66,43.87,-0.23,0.11,17.00,39.81,34.91,48.58,-0.28,0.11,18.00,39.44,32.71,46.73,-0.30,0.11,18,39,34,45
KIRIBATI,KIR,1.15,0.40,2.00,85.58,63.64,100.00,1.16,0.36,2.00,86.54,66.03,100.00,1.13,0.36,2.00,85.10,64.59,99.52,1.08,0.30,2.00,81.73,65.07,99.52,0.97,0.31,2.00,77.88,61.24,96.17,0.53,0.28,3.00,64.42,51.20,80.38,0.25,0.28,3.00,58.17,41.63,70.81,0.74,0.24,3.00,70.67,56.94,86.12,0.68,0.23,3.00,68.75,56.94,81.82,0.78,0.23,3.00,70.19,58.85,86.60,0.69,0.23,4.00,68.25,56.60,82.55,0.68,0.23,4.00,68.72,56.60,81.60,0.84,0.23,4.00,73.71,61.68,89.72,0.77,0.24,4,71,58,87
"KOREA, DEM. REP.",PRK,-1.94,0.24,4.00,0.96,0.00,7.18,-2.11,0.26,4.00,0.00,0.00,3.83,-2.13,0.25,4.00,0.00,0.00,3.83,-2.14,0.19,6.00,0.00,0.00,1.91,-2.23,0.19,6.00,0.00,0.00,1.44,-2.10,0.18,8.00,0.48,0.00,2.39,-2.20,0.18,8.00,0.48,0.00,2.39,-2.28,0.15,8.00,0.00,0.00,1.91,-2.20,0.15,7.00,0.00,0.00,2.39,-2.18,0.15,7.00,0.00,0.00,2.39,-2.24,0.15,8.00,0.00,0.00,2.83,-2.19,0.15,8.00,0.00,0.00,2.83,-2.20,0.15,8.00,0.00,0.00,2.34,-2.17,0.14,7,1,0,2
"KOREA, REP.",KOR,0.62,0.22,6.00,65.87,58.37,76.56,0.54,0.23,6.00,64.90,53.11,75.60,0.56,0.22,7.00,64.90,55.50,75.12,0.70,0.17,9.00,68.75,60.29,75.12,0.66,0.17,9.00,67.31,58.85,75.60,0.69,0.17,9.00,70.19,61.24,80.38,0.71,0.17,10.00,71.15,62.20,78.47,0.64,0.14,12.00,67.79,58.85,74.64,0.66,0.14,12.00,67.79,59.33,74.16,0.62,0.14,12.00,68.27,58.85,72.25,0.69,0.14,13.00,68.72,61.32,75.00,0.73,0.13,13.00,69.19,63.21,75.47,0.70,0.13,14.00,69.01,63.55,74.77,0.69,0.12,13,70,64,74
KOSOVO,KSV,-1.77,0.47,1.00,3.37,0.00,18.66,-1.33,0.43,1.00,11.06,0.96,31.10,-0.77,0.28,2.00,25.00,12.44,41.15,-0.52,0.27,2.00,34.13,20.57,45.93,-0.47,0.26,2.00,34.13,24.40,44.98,-0.45,0.31,2.00,35.10,20.57,51.20,-0.47,0.29,3.00,33.17,22.49,51.20,-0.57,0.24,4.00,30.77,21.53,42.58,-0.32,0.18,5.00,36.54,30.14,47.37,-0.32,0.18,5.00,37.50,29.19,48.33,-0.11,0.18,7.00,44.55,34.43,55.19,-0.20,0.15,8.00,41.23,34.91,50.47,-0.24,0.15,8.00,40.85,32.24,50.00,-0.22,0.15,8,42,34,51
KUWAIT,KWT,-0.20,0.22,5.00,44.71,31.58,54.55,-0.27,0.23,5.00,42.79,30.14,52.63,-0.24,0.23,5.00,43.75,30.14,52.15,-0.35,0.20,7.00,40.38,28.23,48.33,-0.42,0.20,6.00,36.06,26.32,44.98,-0.29,0.18,7.00,39.90,30.14,49.76,-0.49,0.17,9.00,32.21,26.79,40.19,-0.55,0.14,11.00,31.25,25.36,36.84,-0.52,0.14,11.00,31.73,27.75,37.32,-0.52,0.14,11.00,31.73,27.75,38.76,-0.46,0.14,11.00,33.65,29.72,41.04,-0.51,0.13,11.00,31.28,29.25,37.26,-0.54,0.14,10.00,30.52,27.10,38.79,-0.62,0.14,10,29,25,35
